Name,ID,Category,Network,Nation,Institution,GLAT,GLON,Start,End,Notes,Data Link,Source,Instrument id (kinst),Altitude (km),Principal Investigator,PI Email,AACGMLON,AACGMLAT,OPERATOR-NUM,OP2,OP3,Unnamed: 10,Unnamed: 11,Record ID#,Official Name,Operator (additional),Seasonality,Status,Year Established,Antarctic Region,Latitude (DDM),Longitude (DDM),Elevation (meters),Elevation Datum,Peak Population,Power Supply Types,Photo URL,Webcam URL,Date Modified,Hemisphere,PLAT,PLON
Wilkins Aerodrome,,Airfield Camp,,Australia,,-66.687416,111.48715,,,,,COMNAP,,,,,,,,,,,,18.0,Wilkins Aerodrome,,Seasonal,Temporarily Closed,2003.0,,66° 41.245' S,111° 29.229' E,734.7,MSL,12.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r18/e56/v0/Wilkins%20Camp%20-%20Laydown%20Area%20%26%20Apron.jpg,,2022-08-15 16:07:00,S,85.80291537787724,78.62121794937875
Princess Elisabeth Antarctica,,Station,,Belgium,,-71.949858,23.346891,,,,,COMNAP,,,,,,,,,,,,23.0,Princess Elisabeth Antarctica,Belgium,Seasonal,Open,2008.0,,71° 56.9915' S,23° 20.8135' E,1382.0,MSL,50.0,Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r23/e56/v0/PEA%2020210210%20ldef.jpg,,2021-09-04 08:50:00,S,65.05953158576149,-27.037447800077736
 Goeldi,,Refuge,,Brazil,,-61.133333,-55.35,,,,,COMNAP,,,,,,,,,,,,242.0, Emilio Goeldi,,Seasonal,Open,1988.0,,61° 8' S,55° 21' W,,,,,,,2020-11-13 11:27:00,S,41.658316872567674,-67.38751584020488
Comandante Ferraz,,Station,,Brazil,,-62.085472,-58.398722,,,,,COMNAP,,,,,,,,,,,,24.0,Estacao Antartica Comandante Ferraz ,,Year-Round,Open,1984.0,Antarctic Peninsula,62° 5.1283' S,58° 23.9233' W,3.0,Other,64.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r24/e56/v0/EACF%20frente%201.jpg,,2021-03-19 10:53:00,S,41.8772379300183,-68.73201867869204
Criosfera 1,,Laboratory,,Brazil,,-84.0,-79.5,,,,,COMNAP,,,,,,,,,,,,238.0,Criosfera 1,,Seasonal,Open,2012.0,West Antarctica,84° 0' S,79° 30' W,1200.0,,8.0,,,,2023-03-26 15:52:00,S,61.868860335686044,-70.47863176345848
Cruls,,Refuge,,Brazil,,-62.25,-58.98,,,,,COMNAP,,,,,,,,,,,,240.0,Astrônomo Cruls,,Seasonal,Open,,,62° 15' S,58° 58.8' W,,,,,,,2020-11-13 07:31:00,S,41.91717639504826,-68.98221696166345
St. Kliment Ohridski ,,Station,,Bulgaria,,-62.64072307,-60.36523384,,,,,COMNAP,,,,,,,,,,,,25.0,St. Kliment Ohridski Base,,Seasonal,Open,1988.0,Antarctic Peninsula,62° 38.4434' S,60° 21.914' W,15.0,MSL,22.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r25/e56/v0/Bulgarian%20Antarctic%20Base%20(4)_Christo%20Pimpirev_27.01.2011.JPG,,2021-03-05 05:34:00,S,42.027396059075286,-69.56944657556821
Arturo Prat Antarctic Naval Base,,Station,,Chile,,-62.478717,-59.663603,,,,,COMNAP,,,,,,,,,,,,28.0,Base Naval Antártica Arturo Prat,,Year-Round,Open,1947.0,Antarctic Peninsula,62° 28.723' S,59° 39.8162' W,3.0,MSL,32.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r28/e56/v0/Base%20Prat.jpg,,2021-03-19 12:32:00,S,42.00120402792152,-69.26968242704066
Bahía Fildes Maritime Station,,Station,,Chile,,-62.201522,-58.96115,,,,,COMNAP,,,,,,,,,,,,229.0,Estación Marítima Bahía Fildes,,Year-Round,Open,,,62° 12.0913' S,58° 57.669' W,,,,,https://comnap.quickbase.com/up/bibrbwkpg/a/r229/e56/v0/Bah%C3%ADa%20Fildes%20Maritime%20Station.jpg,,2021-03-19 12:49:00,S,41.87708073294117,-68.9786706033442
Carvajal,,Station,,Chile,,-67.761322,-68.914815,,,,,COMNAP,,,,,,,,,,,,102.0,Lieutenant Luis Carvajal Villarroel (SCTJ),,Seasonal,Temporarily Closed,1985.0,Antarctic Peninsula,67° 45.6793' S,68° 54.8889' W,92.0,MSL,46.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r102/e56/v0/carvajal%2002_Instituto%20Ant%E1rtico%20Chileno.JPG,,2021-03-19 12:30:00,S,45.838705869456405,-72.47061993953007
Dr. Guillermo Mann,,Station,,Chile,,-62.47015,-60.771178,,,,,COMNAP,,,,,,,,,,,,32.0,Base Dr. Guillermo Mann,,Seasonal,Open,1991.0,Antarctic Peninsula,62° 28.209' S,60° 46.2707' W,15.0,MSL,8.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r32/e56/v0/SAM_0528.JPG,,2021-03-19 09:37:00,S,41.803116695522924,-69.77176181737849
Estacion Polar Cientifica Conjunta Glaciar Union,,Camp,,Chile,,-79.766667,-82.916667,,,,,COMNAP,,,,,,,,,,,,225.0,Estación Polar Científica Conjunta Glaciar Unión (EPCCGU),,Seasonal,Open,,West Antarctica,79° 46' S,82° 55' W,680.0,MSL,,,https://comnap.quickbase.com/up/bibrbwkpg/a/r225/e56/v0/Union%20Glacier_Instituto%20Ant%E1rtico%20Chileno.jpg,,2021-03-19 12:52:00,S,57.593662702056655,-73.53347570291068
Gabriel Gonzalez Videla,,Station,,Chile,,-64.823862,-62.857499,,,,,COMNAP,,,,,,,,,,,,34.0,Base Antártica Presidente Gabriel González Videla,,Seasonal,Open,1951.0,Antarctic Peninsula,64° 49.4317' S,62° 51.4499' W,6.0,MSL,15.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r34/e56/v0/base-ggv.jpg,,2021-03-19 12:47:00,S,43.66617531847473,-70.40226981791284
Lieutenant Rodolfo Marsh Martin Aerodrome,,Airfield Camp,,Chile,,-62.193794,-58.980605,,,,,COMNAP,,,,,,,,,,,,27.0,Aerodromo Teniente Rodolfo Marsh Martin,,Year-Round,Open,1980.0,Antarctic Peninsula,62° 11.6276' S,58° 58.8363' W,46.0,MSL,15.0,,https://comnap.quickbase.com/up/bibrbwkpg/a/r27/e56/v0/Foto%20N%C2%BA%2002%20Base%20Frei%2C%20vista%20a%C3%A9rea%20Aer%C3%B3dromo%20Tte.%20Marsh%2C%20Base%20Pdte.%20Frei.jpg,,2017-12-04 05:43:00,S,41.86658996148658,-68.98840138010245
O'Higgins Base,,Station,,Chile,,-63.320951,-57.899781,,,,,COMNAP,,,,,,,,,,,,31.0,General Bernardo O'Higgins Riquelme,,Year-Round,Open,1948.0,,63° 19.2571' S,57° 53.9869' W,12.0,MSL,70.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r31/e56/v0/Base%20Ant%C3%A1rtica%20Bernardo%20O%27Higgins%202022.jpg,,2022-07-26 12:51:00,S,43.06964161459637,-68.37523468071669
President Eduardo Frei Antarctic Base,,Station,,Chile,,-62.200232,-58.962627,,,,,COMNAP,,,,,,,,,,,,30.0,Base Aérea Antártica Presidente Eduardo Frei Montalva,,Year-Round,Open,1969.0,Antarctic Peninsula,62° 12.0139' S,58° 57.7576' W,48.0,MSL,150.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r30/e56/v0/Base%20Frei%20Vista_a%C3%A9rea_congelada%202.jpg,,2021-03-19 12:45:00,S,41.875652841225026,-68.97948317097965
Professor Julio Escudero,,Station,,Chile,,-62.201373,-58.962676,,,,,COMNAP,,,,,,,,,,,,29.0,Profesor Julio Escudero Base,,Seasonal,Open,1995.0,Antarctic Peninsula,62° 12.0824' S,58° 57.7606' W,10.0,MSL,60.0,,https://comnap.quickbase.com/up/bibrbwkpg/a/r29/e56/v0/P1040293.JPG,,2021-03-19 09:28:00,S,41.87666833578172,-68.97938590414526
Rada Covadonga,,Station,,Chile,,-63.320658,-57.898224,,,,,COMNAP,,,,,,,,,,,,104.0,Rada Covadonga,,Seasonal,Open,,Antarctic Peninsula,63° 19.2395' S,57° 53.8934' W,,,,,,,2021-03-19 12:59:00,S,43.069658856659984,-68.37455253078274
Ripamonti,,Refuge,,Chile,,-62.210151,-58.93474,,,,,COMNAP,,,,,,,,,,,,103.0,Ripamonti,,Seasonal,Open,,Antarctic Peninsula,62° 12.6091' S,58° 56.0844' W,50.0,MSL,,,https://comnap.quickbase.com/up/bibrbwkpg/a/r103/e56/v0/ripamonti-2_INACH.jpg,,2021-03-19 09:39:00,S,41.889650414149536,-68.96565557844265
Risopatron ,,Station,,Chile,,-62.378533,-59.700724,,,,,COMNAP,,,,,,,,,,,,33.0,Luis Risopatrón,,Seasonal,Open,1949.0,Antarctic Peninsula,62° 22.712' S,59° 42.0434' W,15.0,MSL,6.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r33/e56/v0/IMG_0610.JPG,,2021-03-19 09:35:00,S,41.90401256306058,-69.29747484922297
Yelcho,,Station,,Chile,,-64.875858,-63.583806,,,,,COMNAP,,,,,,,,,,,,35.0,Base Yelcho,,Seasonal,Open,1962.0,Antarctic Peninsula,64° 52.5515' S,63° 35.0284' W,10.0,MSL,28.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r35/e56/v0/DSC02724.JPG,,2021-03-19 09:34:00,S,43.61863059860124,-70.70890282630631
Great Wall,,Station,,China,,-62.217519,-58.961992,,,,,COMNAP,,,,,,,,,,,,73.0,Great Wall Station,China,Year-Round,Open,1985.0,Antarctic Peninsula,62° 13.0511' S,58° 57.7195' W,10.0,MSL,60.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r73/e56/v0/Great%20Wall_overview%20of%20the%20Station_Cao%20Jianjun_2014-09-25.jpg,,2020-07-31 19:43:00,S,41.89129002422939,-68.97737746120683
Kunlun ,,Station,,China,,-80.41718972,77.1159973,,,,,COMNAP,,,,,,,,,,,,74.0,Kunlun Station ,China,Seasonal,Open,2009.0,East Antarctica,80° 25.0314' S,77° 6.9598' E,4087.0,MSL,26.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r74/e56/v0/Kunlun_overview%20of%20the%20Station_Wei%20Fuhai_2015-01-22.JPG,,2018-03-26 14:53:00,S,75.1434465315254,-41.949124887939355
Taishan,,Camp,,China,,-73.85,76.966667,,,,,COMNAP,,,,,,,,,,,,96.0,Taishan,China,Seasonal,Open,2014.0,East Antarctica,73° 51' S,76° 58' E,2621.0,MSL,20.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r96/e56/v0/Taishan_close%20look_Wei%20Fuhai_2014-12-21.JPG,,2017-10-04 13:30:00,S,77.37910946782841,-13.133733960308119
Zhongshan,,Station,,China,,-69.373206,76.371871,,,,,COMNAP,,,,,,,,,,,,75.0,Zhongshan Station,China,Year-Round,Open,1989.0,East Antarctica,69° 22.3924' S,76° 22.3123' E,11.0,MSL,60.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r75/e56/v0/Zhongshan_overview%20of%20the%20Station%2001_Wei%20Fuhai_2014-02-26.JPG,,2020-07-31 19:42:00,S,76.72563939582611,8.267328911675694
Johann Gregor Mendel Czech Antarctic Station,,Station,,Czech Republic,,-63.800625,-57.882592,,,,,COMNAP,,,,,,,,,,,,36.0,Ceska vedecka stanice Johanna Gregora Mendela,,Seasonal,Open,2006.0,,63° 48.0375' S,57° 52.9555' W,10.0,MSL,20.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r36/e56/v0/Panorama04_Kamil_Laska.jpg,,2022-08-02 04:21:00,S,43.49995069024846,-68.31711468903445
Pedro Vicente Maldonado,,Station,,Ecuador,,-62.44932928,-59.74096859,,,,,COMNAP,,,,,,,,,,,,38.0,Pedro Vicente Maldonado Station,,Seasonal,Open,1990.0,Antarctic Peninsula,62° 26.9598' S,59° 44.4581' W,10.0,MSL,34.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r38/e56/v0/Pedro%20Vicente%20Maldonado.jpg,,2021-10-07 10:05:00,S,41.961037641507914,-69.30804933172215
Republica del Ecuador,,Refuge,,Ecuador,,-62.12099018,-58.3951612,,,,,COMNAP,,,,,,,,,,,,37.0,Refugio República del Ecuador,,Seasonal,Open,1990.0,Antarctic Peninsula,62° 7.2594' S,58° 23.7097' W,10.0,MSL,4.0,,https://comnap.quickbase.com/up/bibrbwkpg/a/r37/e56/v0/FOTO-REFUGIO-17-DIC-2013.jpg,,2021-03-15 11:18:00,S,41.909595401208,-68.72674912966376
Aboa,,Station,,Finland,,-73.04228194,-13.40735764,,,,,COMNAP,,,,,,,,,,,,39.0,Aboa Station ,,Seasonal,Open,1988.0,Dronning Maud Land,73° 2.5369' S,13° 24.4415' W,400.0,MSL,17.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r39/e56/v0/Aboa_station_FINNARP%20(2)_13.1.6.JPG,,2021-02-25 02:29:00,S,58.55509586208493,-47.580325831731656
D85 Skiway camp,,Airfield Camp,,France,,-70.425,134.145833,,,,,COMNAP,,,,,,,,,,,,117.0,D85 Skiway camp,,Seasonal,Open,,East Antarctica,70° 25.5' S,134° 8.75' E,2850.0,WGS84,0.0,,,,2016-11-27 14:11:00,S,84.20491493588524,-132.21302389443048
Dumont d'Urville,,Station,,France,,-66.662833,140.001333,,,,,COMNAP,,,,,,,,,,,,41.0,Dumont d'Urville Station,,Year-Round,Open,1956.0,East Antarctica,66° 39.77' S,140° 0.08' E,42.0,WGS84,90.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r41/e56/v0/Ant-DDU-Station-Infrapol-2016-red.jpg,,2021-03-14 23:38:00,S,81.46310420140179,-160.28076253043704
Robert Guillard ,,Station,,France,,-66.687608,139.90717,,,,,COMNAP,,,,,,,,,,,,40.0,Robert Guillard ,Italy,Seasonal,Open,1994.0,East Antarctica,66° 41.2565' S,139° 54.4302' E,10.0,WGS84,20.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r40/e56/v0/Prudhomme_Elements%20de%20traverse_Katell%20PIERRE_06-02-16.JPG,,2021-03-14 23:39:00,S,81.50696472127186,-160.25933460130761
German Antarctic Receiving Station (GARS),,Station,,Germany,,-63.321092,-57.90094,,,,,COMNAP,,,,,,,,,,,,44.0,German Antarctic Receiving Station (GARS),Germany,Year-Round,Open,1991.0,Antarctic Peninsula,63° 19.2655' S,57° 54.0564' W,17.0,WGS84,10.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r44/e56/v0/O_Higgins_Wendlant_2048.jpg,,2022-09-07 00:20:00,S,43.06956015031142,-68.37575047778806
Gondwana,,Station,,Germany,,-74.635501,164.221215,,,,,COMNAP,,,,,,,,,,,,45.0,Gondwana Station,,Seasonal,Open,1983.0,Transantarctic Mountains,74° 38.1301' S,164° 13.2729' E,20.0,WGS84,20.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r45/e56/v0/BGR_Gondwana%20Station_5.jpg,,2022-09-07 00:06:00,S,73.81647914812598,-108.03771657401168
Kohnen,,Station,,Germany,,-75.001909,0.066336,,,,,COMNAP,,,,,,,,,,,,46.0,Kohnen Station,,Seasonal,Open,2000.0,Dronning Maud Land,75° 0.1145' S,0° 3.9802' E,2892.0,WGS84,28.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r46/e56/v0/csm_20130112_CoFiKohnen2012-13_Kohnen2012_MLeonhardt_94aa025d13.jpg,,2022-02-16 01:27:00,S,61.86171341397054,-42.88418342922064
Neumayer III,,Station,,Germany,,-70.66196,-8.28347,,,,,COMNAP,,,,,,,,,,,,47.0,Neumayer-Station III,,Year-Round,Open,2009.0,,70° 39.7176' S,8° 17.0082' W,43.0,MSL,60.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r47/e56/v0/NMIII_.jpg,http://www.awi.de/en/expedition/stations/neumayer-station-iii.html,2022-09-14 06:03:00,S,58.37831838003253,-43.16638266456449
Bharati,,Station,,India,,-69.4068,76.19525,,,,,COMNAP,,,,,,,,,,,,48.0,Bharati Station,,Year-Round,Open,2012.0,,69° 24.408' S,76° 11.715' E,35.0,,47.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r48/e56/v0/5N7A3386.jpg,,2022-09-02 01:53:00,S,76.68499744861572,8.01560071090767
Maitri,,Station,,India,,-70.766834,11.730783,,,,,COMNAP,,,,,,,,,,,,50.0,Maitri Station,,Year-Round,Open,1989.0,,70° 46.01' S,11° 43.847' E,117.0,MSL,65.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r50/e56/v0/Maitri4_National%20Centre%20for%20Antarctic%20and%20Ocean%20Research.jpg,,2022-09-02 01:51:00,S,62.364312501305086,-31.692212983455892
Browning Pass,,Airfield Camp,,Italy,,-74.622906,163.915171,,,,,COMNAP,,,,,,,,,,,,51.0,Browning Pass,,Seasonal,Open,1997.0,,74° 37.3744' S,163° 54.9103' E,63.0,MSL,2.0,Fossil Fuel,,,2022-08-30 06:31:00,S,73.90669711827711,-108.10175356703662
Concordia,,Station,,Italy,,-75.099975,123.332605,,,,,COMNAP,,,,,,,,,,,,42.0,Concordia Station,France,Year-Round,Open,1997.0,,75° 5.9985' S,123° 19.9563' E,3233.0,MSL,80.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r42/e56/v0/Concordia_aerial_pnra_15-09-28.jpeg,www.italiantartide.it,2022-08-30 06:31:00,S,83.45250498938493,-77.36771667350953
Enigma Lake,,Airfield Camp,,Italy,,-74.719164,164.027711,,,,,COMNAP,,,,,,,,,,,,52.0,Enigma Lake,,Seasonal,Open,2005.0,,74° 43.1498' S,164° 1.6627' E,250.0,MSL,,,,,2022-08-30 06:32:00,S,73.8690283925434,-107.75068645324804
Mario Zucchelli,,Station,,Italy,,-74.694807,164.113268,,,,,COMNAP,,,,,,,,,,,,55.0,Stazione Mario Zucchelli,,Seasonal,Open,1986.0,,74° 41.6884' S,164° 6.7961' E,15.0,MSL,112.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r55/e56/v0/MZS_aerial_Nicklen_2011-10-25.jpeg,,2022-08-30 06:28:00,S,73.84530792345961,-107.83281797162417
Mid Point,,Airfield Camp,,Italy,,-75.541703,145.820399,,,,,COMNAP,,,,,,,,,,,,53.0,Mid Point,,Seasonal,Open,1988.0,,75° 32.5022' S,145° 49.2239' E,2520.0,MSL,,Fossil Fuel,,,2022-08-30 06:35:00,S,78.67433894614912,-101.31423904039305
Talos Dome,,Camp,,Italy,,-72.830215,159.200432,,,,,COMNAP,,,,,,,,,,,,112.0,Talos Dome,,Seasonal,Open,,,72° 49.8129' S,159° 12.0259' E,,,,,,,2022-08-30 06:38:00,S,75.42594001626397,-115.37129261540994
Asuka,,Station,,Japan,,-71.52627263,24.11251621,,,,,COMNAP,,,,,,,,,,,,57.0,Asuka Station,,Seasonal,Temporarily Closed,1985.0,East Antarctica,71° 31.5764' S,24° 6.751' E,980.3,,,,https://comnap.quickbase.com/up/bibrbwkpg/a/r57/e56/v0/ASUKA_ovrview_JARE28_87md%B4%C7%D1.jpg,,2017-11-19 19:14:00,S,65.06855467833955,-25.88617686223483
Dome Fuji,,Station,,Japan,,-77.31707524,39.69877019,,,,,COMNAP,,,,,,,,,,,,58.0,Dome Fuji Station ,,Seasonal,Temporarily Closed,1995.0,Dronning Maud Land,77° 19.0245' S,39° 41.9262' E,3810.0,MSL,15.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r58/e56/v0/DmFUJI_huts_JARE%B4%C7%D1_yymmd%B4%C7%D1.jpg,,2018-10-09 20:54:00,S,69.52499783543823,-32.279715112960005
Mizuho,,Station,,Japan,,-70.6990456,44.27781168,,,,,COMNAP,,,,,,,,,,,,59.0,Mizuho Station ,,Seasonal,Temporarily Closed,1970.0,East Antarctica,70° 41.9427' S,44° 16.6687' E,2244.4,,,,https://comnap.quickbase.com/up/bibrbwkpg/a/r59/e56/v0/MIZUHO%20corrugate_JARE11_1970.jpg,,2020-05-06 03:00:00,S,69.01146069460592,-13.329319897268045
S17 Camp,,Camp,,Japan,,-69.028076,40.092449,,,,,COMNAP,,,,,,,,,,,,56.0,S17 Camp,,Seasonal,Open,,Dronning Maud Land,69° 1.6846' S,40° 5.5469' E,620.0,,,,,,2018-10-09 20:53:00,S,67.51965987768574,-11.834572995702997
Syowa,,Station,,Japan,,-69.004122,39.581836,,,,,COMNAP,,,,,,,,,,,,60.0,Syowa Station,,Year-Round,Open,1957.0,Dronning Maud Land,69° 0.2473' S,39° 34.9102' E,29.0,MSL,170.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r60/e56/v0/Syowa%20Station.jpg,http://www.nipr.ac.jp/webcam-top.html,2021-03-15 01:03:00,S,67.39997451001491,-12.092236595876583
Dirck Gerritsz Laboratory,,Laboratory,,Netherlands,,-67.568636,-68.124377,,,,,COMNAP,,,,,,,,,,,,107.0,Dirck Gerritsz Laboratory,United Kingdom,Seasonal,Open,2012.0,Antarctic Peninsula,67° 34.1182' S,68° 7.4626' W,16.0,MSL,10.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r107/e56/v0/Gerritsz_Lab_Vanderkroef_Jan2013.JPG,,2018-03-27 15:30:00,S,45.71531701952878,-72.18547051169193
Scott Base,,Station,,New Zealand,,-77.849437,166.767281,,,,,COMNAP,,,,,,,,,,,,61.0,Scott Base Station,,Year-Round,Open,1957.0,,77° 50.9662' S,166° 46.0369' E,10.0,,86.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r61/e56/v0/Scott%20Base.jpg,https://www.antarcticanz.govt.nz/scott-base/webcams-weather,2023-02-15 17:19:00,S,72.80109431374214,-97.10536524362293
Tor,,Refuge,,Norway,,-71.889515,5.159893,,,,,COMNAP,,,,,,,,,,,,62.0,Tor,,Seasonal,Open,1993.0,,71° 53.3709' S,5° 9.5936' E,1625.0,WGS84,6.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r62/e56/v0/Tor%20Station%202018%20Seb%20Descamps.jpg,,2022-08-27 10:12:00,S,61.5191749515759,-36.78777267063862
Troll Station,,Station,,Norway,,-72.011946,2.53307,,,,,COMNAP,,,,,,,,,,,,63.0,Troll Forskningsstasjon,,Year-Round,Open,1990.0,,72° 0.7168' S,2° 31.9842' E,1275.0,WGS84,80.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r63/e56/v0/Troll%202019%20Sven%20Lidstrom.jpg,https://www.npolar.no/en/troll/webcam/,2022-08-27 10:15:00,S,61.06573696062912,-38.35753904358373
Machu Picchu,,Station,,Peru,,-62.09159252,-58.47055896,,,,,COMNAP,,,,,,,,,,,,64.0,Machu Picchu Station ,,Seasonal,Open,1989.0,Antarctic Peninsula,62° 5.4956' S,58° 28.2335' W,3.5,MSL,30.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r64/e56/v0/Machu%20Pichu%20Station_Peruvian%20National%20Antarctic%20Program.jpg,,2020-05-06 03:05:00,S,41.86926241888087,-68.7645212417063
Henryk Arctowski,,Station,,Poland,,-62.159773,-58.473322,,,,,COMNAP,,,,,,,,,,,,65.0,Henryk Arctowski Polish Antarctic Station,,Year-Round,Open,1977.0,Antarctic Peninsula,62° 9.5864' S,58° 28.3993' W,2.0,WGS84,40.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r65/e56/v0/arctowski_overlook_latusek_280116.JPG,,2020-08-21 06:33:00,S,41.92963352459533,-68.75880393471769
Mountain Evening,,Station,,Republic of Belarus,,-67.658333,46.153333,,,,,COMNAP,,,,,,,,,,,,101.0,Mountain Vechernyaya,,Seasonal,Open,2006.0,East Antarctica,67° 39.5' S,46° 9.2' E,95.0,MSL,12.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r101/e56/v0/Geographical%20complex%20Mountain%20Vechernua_First%20building%20Belarus%20Antarctic%20station%20_Torbic_16.01.21.jpg,,2021-09-14 16:06:00,S,68.34499010326466,-4.957997973460139
Jang Bogo,,Station,,Republic of Korea,,-74.623333,164.2,,,,,COMNAP,,,,,,,,,,,,106.0,Jang Bogo,,Year-Round,Open,2014.0,,74° 37.4' S,164° 12' E,36.6,MSL,80.0,Fossil Fuel;Renewable,https://comnap.quickbase.com/up/bibrbwkpg/a/r106/e56/v0/JBG_.jpg,https://monitor.kopri.re.kr/cctv/view.html?base=jangbogo,2023-01-19 18:48:00,S,73.82321663044073,-108.08244432616665
King Sejong,,Station,,Republic of Korea,,-62.216667,-58.783333,,,,,COMNAP,,,,,,,,,,,,105.0,King Sejong,,Year-Round,Open,1988.0,,62° 13' S,58° 47' W,10.0,MSL,78.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r105/e56/v0/KSJ_201803.jpg,https://monitor.kopri.re.kr/cctv/view.html?base=sejong,2023-01-19 18:44:00,S,41.92322271957349,-68.8954991038093
Bellingshausen,,Station,,Russia,,-62.198184,-58.960609,,,,,COMNAP,,,,,,,,,,,,68.0,Bellingshausen,,Year-Round,Open,1968.0,,62° 11.891' S,58° 57.6365' W,16.0,MSL,40.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r68/e56/v0/Bellingshausen01%20.jpg,,2021-08-31 04:18:00,S,41.87418257724533,-68.97877279259986
Bunger Oasis,,Station,,Russia,,-66.266667,100.733333,,,,,COMNAP,,,,,,,,,,,,108.0,Bunger Oasis,,Seasonal,Open,,,66° 16' S,100° 44' E,29.0,,15.0,Fossil Fuel,,,2022-01-21 00:28:00,S,82.63915677492547,51.17216855504875
Druzhnaya IV,,Station,,Russia,,-69.747827,73.709214,,,,,COMNAP,,,,,,,,,,,,69.0,Druzhnaya IV,,Seasonal,Open,,,69° 44.8696' S,73° 42.5528' E,20.0,MSL,50.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r69/e56/v0/Druzhnaya%20IV_AARI-RAE_2006.jpg,,2021-08-31 04:34:00,S,76.07883001294104,5.15524978571173
Leningradskaya,,Station,,Russia,,-69.501496,159.391148,,,,,COMNAP,,,,,,,,,,,,70.0,Leningradskaya,,Seasonal,Open,1971.0,,69° 30.0898' S,159° 23.4689' E,300.0,MSL,10.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r70/e56/v0/Leningradskaya_AARI-RAE_2014.jpg,,2021-03-01 00:34:00,S,75.0479477575367,-128.57440630324564
Mirny,,Station,,Russia,,-66.553181,93.009559,,,,,COMNAP,,,,,,,,,,,,71.0,Mirny,,Year-Round,Open,1956.0,,66° 33.1909' S,93° 0.5735' E,35.0,MSL,50.0,Fossil Fuel,https://comnap.quickbase.com/up/bibrbwkpg/a/r71/e56/v0/Mirny01.jpg,,2021-08-31 04:38:00,S,80.53651735564101,37.185404973559656
